Title,Date of Reviews,Reviews,Star Rating
Ndaru Dwi,22-Sep-23,"Saya transfer shopeepay ke bank, Saldo terpotong tapi belum masuk ke rekening !! Tulisannya *Dalam proses* tapi lemot ! Sudah sehari lebih tp blm ada penjelasan. Saldoku nyangkut 😡",Diberi rating 1 bintang dari 5 bintang
Kurnia Syamdani,14 Juli 2023,"setelah diupdate malah jadi error masalah koneksi jaringan.. padahal kuota internet masih banyak, sinyal penuh, kapasitas RAM device juga sangat lega.. kan aneh.. dan yang lebih tidak jelas lagi itu ada shopee video..",Diberi rating 1 bintang dari 5 bintang
Rifqi Afriyansah,25 Oktober 2023,kenapa si harus pake pin saat merubah nomer hp yg tidak aktif terus lupa pin gimana gada jalan lagi mau merubah nomernya tolong di perbaiki kan bisa lewat email juga terus gunanya email di kaitkan buat apa? tolong Shopee di perbaiki saldo di Shopeepay saya ada tapi saya lupa pin nya dan nomer yg saya gunakan sudah tidak aktif tolong di perbaiki bangettt,Diberi rating 1 bintang dari 5 bintang
Maniac Youtube,6-Nov-23,"Sungguh keputusan tidak adil, saya sebagai seller barang saya dinyatakana hilang padahal di tracking pesanan diterima, namun penerima merasa tidak terima barang, lalu pembeli komplen. Saya tidak menerima dana kembali sedang pembeli dapat. Keputusan macam apa, salah saya dimana? Saya rugi disini",Diberi rating 1 bintang dari 5 bintang
Novi Molenzz,24 Oktober 2023,"Tolong yaa shopee,, kalau pembayaran via shopeepay gagal, yaa saldonya jangan ikutan di ambil. Gagal kok saldonya ke potong. Gimana sih. Error nya merugikan pembeli.",Diberi rating 1 bintang dari 5 bintang
Vivian Anindita,11-Nov-23,kecewa bangett. aku lupa pin shopeePay aku dan nomor yang untuk kirim kode OTP itu udah ga kepake lagi. dan dari tim shopee ga ada cara samsek untuk perbaikinya. sayang bngt uang aku di disitu🥹,Diberi rating 1 bintang dari 5 bintang
Mariana Oktavia,28 Oktober 2023,"Ga bisa ajukan pinjaman paylater padahal sering belanja , bahkan daftar akun shoppe udah hampir 1 tahun lebih tapi tetap aja ga bisa aktivasi splaylater👎",Diberi rating 1 bintang dari 5 bintang
Deny SAputra,30-Sep-23,"Kecewa banget ,, beli cod tidak sesuai ternyata mau di kembalikan di persulit banget dengan upload bukti yang panjang banget padahal sudah ada video dan foto bukti sebelumnya ,, kecewa polll intinya",Diberi rating 1 bintang dari 5 bintang
NOVIA Afifah,9 Oktober 2023,"Kecewa dengan aplikasi ini.saya melakukan transaksi pembelian dengan shopee dengan pembayar an QRIS.saldo saya sudah terpotong,tapi dana nya tidak masuk ke outlet penjual . ..mana Uda buat lapor an nunggu 2hari tapi tidak ada tindak an dari pihak shopee",Diberi rating 1 bintang dari 5 bintang
Rio Aries,19-Nov-23,Aneh kau Shopee knp w pake nomor HP w ga bs nomor sdh di gunakan trs akun yg sdh terdaftar katamu itu sudah ga ada lg. mau daftar baru pake akun itu ga bisa w mau belanja trs w masuk pake WA mala sama aja nomor sdh di gunakan gmn asuuu ribet bgt.,Diberi rating 1 bintang dari 5 bintang
IKSAN01 GAMING,10 Oktober 2023,Aplikasi nya ga jelas.... Mazak ga nyampe 10 detik voucher diskon 99% s/d 100RB udah habis padahal udah pakai tapi udah habis aja,Diberi rating 1 bintang dari 5 bintang
BANG BEN,18-Sep-23,Dari sekian banyak kekurangan tau apa yang paling FATAL ? HASIL PENCARIAN TIDAK SESUAI ! Entah gimana algoritma pencariannya kita cari apa yang keluar apa padahal keywordnya ga ada di judul dan deskripsinya,Diberi rating 1 bintang dari 5 bintang
Chris Van,12 Oktober 2023,"Aplikasi buruk bgt...pelayanan ga jlas.Data ,foto, ktp sudah d kirim tp ga bs cm gara2 beda dg nama user ny...klo tau ga bisa..y bilang dong.kan operator live chat..tau. Tp dia periksa trus d trima,..sma sja data org d curi...ambil tuh saldo g 50rb...SOOPE MALING KECIL",Diberi rating 1 bintang dari 5 bintang
Auliah Rachel,28 Agustus 2023,"Pengalaman yang sangat buruk dimana aplikasi tdk bisa di gunakan dengan lancar. Jelek, padahal jaringan bagus, penyimpanan hp kosong tapi ttep lelet. Dev nya ga bertanggung jawab. Mana apknya makan storage banyak. Unwortit banget",Diberi rating 1 bintang dari 5 bintang
Ahmad supriyadi,18-Nov-23,"bintang dipertahankan 1, lebih hati² berbelanja lebih baik, bntang 5 sekarang 1(buat saran lebih baik belanja cod sebelum yakin aman dengan tokonya) susah uang kembali proses trll lama itu juga kl nggak hilang uangnya, barang belum di terima di pernyataannya barang sdh di terima, aplikasi aneh, barang tidak ada tetap bisa dijual jika sudah dibayar tidak bisa dibatalkan, jika dibatalkan di tolak toko jadi tetap dikirim dgn waktu terlalu lama bahkan saya sarankan belanja di Lazada buat isi setok",Diberi rating 1 bintang dari 5 bintang
Adi Ismayadi,28 Oktober 2023,"Kurangin ah bintang nya, seminggu 2 kali update mulu, tiap update nya selalu bikin force close, padahal divpake apk lain ato main game aja lancar lancar aja, jaringan stabil, clear cache sudah, uninstal lalu instal lagi juga sudah, log out lalu login juga sudah, sudah sebulan lebih tiap updat apk nya bikin force close terus",Diberi rating 1 bintang dari 5 bintang
Joe Sidharta,29 Oktober 2023,"Aplikasi Shopee MAKIN BURUK! paraahhh.... lemot, sering crash, sering jalan-jalan sendiri & segudang keanehan lain... Hancuurrrr..... bikin males belanja",Diberi rating 1 bintang dari 5 bintang
Junnon Boy.,15-Sep-23,"Gua edit ulasan nya jadi bintang 1 , jujur ini pertama kali nya gua pesen barang online lewat shopee, jadi gua ini pengguna baru dapet token pulsa atau apalah harga 1 Rupiah,gua kagak ngerti gimana beli nya jadi gua pencet berberapa kali karna gak ngerti, terus gua biarin karena gak bisa beli nya,setelah itu gua pesen barang udah di kemas sama seller nya eh beberapa jam kemudia di batalin sama shopee karena ada aktifitas tidak wajar,Blokkk!! Aplikasi banyak drama taikkk",Diberi rating 1 bintang dari 5 bintang
Little Ibrahim,9 Oktober 2023,"Sebagai penjual, saya hanya bisa menampilkan voucher live,, tapi saat pembeli mau transaksi di toko saya voucher tidak dapat di pakai,, sedangkan di toko lain bisa,, dengan barang yang sama pula,, laporan 3 Minggu hanya di janjikan follow up saja",Diberi rating 1 bintang dari 5 bintang
Ade Ellco,12 Oktober 2023,"Sungguh mengecewakan, pihak kurir dari shoope bisa ambil keputusan return barang yang datangnya belum sampai 2x24 jam dan tidak melakukan tiga kali menghubungi si pembeli barang tersebut. Sungguh mengecewakan sekali dan saat di tanya cs nya shoope dia tidak punya akses untuk hal itu dan dengan jawaban apa adanya dia seolah olah melindungi oknum si kurir yang nyata nyata telah melanggar aturan dari proses pengiriman barang ke pembeli.",Diberi rating 1 bintang dari 5 bintang
hilman budianto,26-Sep-23,"Sebagai penjual. Tidak bisa atur berat. Klik simpan hilang, jadi tidak bisa pasang iklan.",Diberi rating 1 bintang dari 5 bintang
Ahmad Athong,18-Nov-23,"sangat buruk,banyak toko/penjual penipu,tawarkan barang tapi tidak untuk dijual hanya sebagai hiasan,sangat kecewa dengan toko yg ada di apps ini",Diberi rating 1 bintang dari 5 bintang
Yunita Dwi,22-Sep-23,"Kenapa lemot banget. Padahal jaringan full bagus kok,, malah dibilang jaringan buruk. Habis dipakai buat apl lainnya lancar² aj. Buat buka shoope kok lemot. Apa²an nih",Diberi rating 1 bintang dari 5 bintang
lona sitepu,23-Sep-23,"Spaylater tidak bisa digunakan lagi, pdhal sya sdh melakukan pembayaran beserta dgn biaya keterlambatan. Mengecewakan. Klu sya tdk bayar, ya bisalah akun spaylater di nonaktifkan, tapi kan sya bayar seluruhnya",Diberi rating 1 bintang dari 5 bintang
Pony,19-Sep-23,"Aplikasi tidak bisa dibuka. Padahal sinyal hp saya bagus dan saya sudah restart hp tapi masih tidak bisa buka Shopee. Tolong perbaiki, ada beberapa pesanan yang harus saya urus, kalau begini jadi menyusahkan saya.",Diberi rating 1 bintang dari 5 bintang
Ghani Helm,6 Oktober 2023,"Diskon harga dan pengiriman kalah jauh sama tiktok, harga lebih mahal diShopee walaupun ada promo cashback/potongan harga gk masuk tuk dijual lagi. Moga kedepannya Shopee bisa jadi tangan ketiga bagi konsumen pengecer..",Diberi rating 1 bintang dari 5 bintang
Adinda Pramayshella,24-Sep-23,"shopee kenapasih lemot banget, heran. pdhl kuota jg ada, jaringan lancar, buat game jg lancar, udh update jg, buka shopee malah ga muncul gambarnya. udh hapus data dan mau login lg, malah gabisa anjirrr. tolong dong dibenerinn",Diberi rating 1 bintang dari 5 bintang
Tia Setia,14-Sep-23,Shopee kenapa akhir² ini sering error untuk game shopee bubble tiba² layar nya blank di tengah tengah permainan padahal sudah di update versi terbaru malah sering error bukan tambah bagus malah tambah jelek menyebalkan,Diberi rating 1 bintang dari 5 bintang
Fawwaz Nurijmi,14 Oktober 2023,"Pake ekspedisi spx sekarag ga beres, bener² lamaaa bgtt, distatus pengiriman selalu ngestuck, trs ga sesuai dgn perkiraan barang sampai, tgl diterimanya di undur trs klo barang blom sampe pdhl udh lewatin estimasi, baru2 ini saya beli barang trs blom sampe² 5 harian dari awal waktu pengiriman hadeuhhh, tolong diperbaiki lagi dong untuk ekspedisi shopeenya, dlu perasaan ga selamban ini dh, makanya saya suka pake spx tapi sekarang... Dahlah.",Diberi rating 1 bintang dari 5 bintang
Kristian R,2 Oktober 2023,"Aplikasi shopee eror sangat merugikan bagi saya, masalah nya yaitu saya hanya menyimpan barang di keranjang belanja dan belum konfirmasi untuk memesan tetapi saya menerima notifikasi barang sedang di kirim, mohon perbaiki lagi ini sangat merugikan bagi saya",Diberi rating 1 bintang dari 5 bintang
Rifky Saputra,14-Nov-23,aplikasi mudah ngambek ....mendingan hapus akun langsung uninstal aja....baru telat bayar bukan nunggak malah sdh tidak aktif spaylaternya apalagi spinjamnya.....aplikas cengenggghhi,Diberi rating 1 bintang dari 5 bintang
Sa'ad chanel,25-Sep-23,"Kenapa sdh Shopee jadi jelek.. Mau pake transfer bank lain, tdk dapat voucher ongkir, harus pake seebank, baru dapat voucher.. Tapi, maklum 1 perusahaan..",Diberi rating 1 bintang dari 5 bintang
Puji Watono,19-Sep-23,"Kok makin jelek aja sh apk shopee. Uda berat apk nya, jaringan bagus juga kadang lambat.sekarang malah yg shopi 10 10 pengiriman sudah sampai mana gak terlihat",Diberi rating 1 bintang dari 5 bintang
Saphyre Cho,28-Sep-23,"Customer Servicenya ngak guna sama sekali,di chat ngk memberikan solusi,aplikasj lemot ngt pdhl udh update,udh kosongin hp,tolong dong diperbaiki lagi sistemnya,jangan iklan terus tpi aplikasi sulit dijalankan",Diberi rating 1 bintang dari 5 bintang
Syarif Fudin,4 Oktober 2023,"Banyak toko2 ga jelas,bilang pengiriman kilat,tapi ga sampe2,giliran di komplen malah statusnya barang stok habis,pdhal di situ nya stok banyak,kecewa pake shopee",Diberi rating 1 bintang dari 5 bintang
SUWARNO TEJO,7 Oktober 2023,Gratis ongkir dan cashback...mulai di perjual belikan... sudah ga ada lg gratis ongkir.. Kecewaa toko luar negeri tutup. cari barang murah berkualitas... susah,Diberi rating 1 bintang dari 5 bintang
Ce2p,11 Oktober 2023,"Absurd pas halaman check out nya, gak terbiasa sama UI nya, jadi pas pembayarannya suka otomatis COD karena terlewat, padahal saya paling males metodenya COD, kebiasaan tf bank, jadi ribet banget pake Shopee",Diberi rating 1 bintang dari 5 bintang
Afif Yunan,13-Nov-23,"beli elektronik, dah ada bukti ketidak layakan product tpi masih aja ga di ACC retur nya!....anehh mending pindah ke Tokopedia",Diberi rating 1 bintang dari 5 bintang
Syakur,13-Nov-23,"App gabisa dipake, ga nyedot bandwidth sama sekali... Clear cache jga masih ga ngaruh",Diberi rating 1 bintang dari 5 bintang
KEMSA ID,24-Sep-23,"Rating terendah dr tgl 2 maret kemarin & skrg msh kupertahankan, keluhannya sm yaitu aplikasi kurang responsif ketika ditap dan skrg nmbh trouble lg yaitu gmbr produk tdk muncul sm sekali ketika penjual ingin bertanya ke pembeli, pdhl APLIKASI SUDAH DIPERBARUI dan CACHE sdh KOSONG, heran bgt kok dr dlu itu2 mulu mslh nya, masa produk dr Singapura yg notebane nya negara maju kalah sm aplikasi blnja buatan indonesia??!!",Diberi rating 1 bintang dari 5 bintang
Rifki Wahyudin,22-Nov-23,"Apk nya bikin lemot tolong dong di perkecil data shoppe nya kalo mau mbuka sesuatu langsung broser gk perlu memper banyak data ,karena kebanyakan data shopee bikin lemot udh hapus sampah tetep ajah lemot jaringanya bagus lancar cuma kalo buka shopee ajah bikin lemot 😈",Diberi rating 1 bintang dari 5 bintang
Ju an,20-Nov-23,"Sekarang shoope makin aneh, biasanya paket paling lama 5hari datang. Sekarang 10hari belum datang, harusnya shoope lebih bagus jangan tambah buruk",Diberi rating 1 bintang dari 5 bintang
Nesyaciprut85 Nesya,22-Nov-23,Tidak ada bagusnya di pembayaran pulsa dan e monny. Terlalu sering bermasalah.,Diberi rating 1 bintang dari 5 bintang
Dwi Astuti,21-Sep-23,"Limit s paylatter kecil cm 1,5 itu tiap bulan jadi bulan ini langsung bayar 3x krn lagi ada lebih, nnti ada tagihan lagi Desember itu 119rb . Tp mau beli pake s paylatter udah ga bisa.. Keterangan nya akun anda tidak dapat di gunakan😂",Diberi rating 1 bintang dari 5 bintang
Elsa Zero,23 Oktober 2023,"Susah login dimintai scan barcode lagi Waduh jdi ngak bisa login, banyak yg mengeluh padahla udah bener semua tapi harus scan lagi jdi agak susah kalau ada paylater DAH LAH.",Diberi rating 1 bintang dari 5 bintang
Linda Alfiani,20-Sep-23,"Aku g bisa update Shopee terbaru alamat bakal lemot ini, disaat yg laen sudah merah logonya aku masih 9:9 orange. Yo mosok kudu beli HP baru gara2 mo update Shopee kan g mungkin ya. Mana 2 HP g bisa update kabeh",Diberi rating 1 bintang dari 5 bintang
"Deni Irawan, S.T.",11-Sep-23,"Tidak ada peringatan keras ke expedisi pengantaran atau kurirnya yang tidak ada niat mau ngantar barang, pagi status sedang diantar, menjelang malam status gagal diantar & akan diantar ulang esok hari, gitu gitu aja ulah kalian, selesai paket pesanan saya ini bakal ku unninstal aplikasinya.",Diberi rating 1 bintang dari 5 bintang
gus hendra,13-Sep-23,"Aplikasi ini bagus untuk belanja,tapi saying sayangnya,,barang lambat,,,setelah saya cek barangya udah sampai di denpasar,7 Hari masih belum dikirim dri denpasar,,",Diberi rating 1 bintang dari 5 bintang
Wisnu Anggoro,5-Sep-23,"pokoknya makin update makin error blank sulit ganti alamat pengiriman, hape cepet panas boros baterai padahal hape saya ram 8/256, shopee menyulitkan saya aplikasi sering logout sendiri dan jawaban atas semua keluhan saya tidak dapat menangani kendala saya yang ada di shopee, intinya habis update shopee makin banyak kendala di semua fitur, padahal internet kuota data lancar wifi lancar, saya coba di aku laku lazada tokopedia lancar jaya mohon aplikasi kembali ke tahun yang lalu pasti lancar jaya",Diberi rating 1 bintang dari 5 bintang
Assep Suparman,15-Sep-23,Pesanan sering di batalkan dengan alasan yang tidak jelas...aneh sekali aplikasi ini sering lemot.banyak iklan dan katanya banyak diskon gratis ongkiran kok ga ada,Diberi rating 1 bintang dari 5 bintang
Pasukan Wani Perih Wedi Ngelih,2 Oktober 2023,"Sekarang pelayanan buruk,list harga tidak sesuai pas mau checkout beda lagi(lebih mahal).Pembayaran pake shopeepay sekarang sering bermasalah,SARAN SAYA YOKK PINDAH KE TOKOPEDIA/LAZADA",Diberi rating 1 bintang dari 5 bintang
Perayet No,24-Sep-23,"Aplikasi nya bagus, hanya saja voucer gratis ongkir buat pengguna baru? Sedangkan pengguna lama susah dapatkan voucernya Masak iya, harus bikin akun shope muluk? Sedangkan verifikasi nomer nya harus nomer yg belum pernah d terkait shope Apa iya harus gonti yg baru semua, dari akun google sama nomer hp pun d ganti Harus nya sih di kasih voucer buat pengguna lama, biar semua gak berganti?",Diberi rating 1 bintang dari 5 bintang
andika luki prasetyo,24 Oktober 2023,"Untuk barang elektronik berupa memori micro sd dan flasdisk, banyak sekali penipuan, mohon pihak shopee memperbaiknya karena banyak sekali penipuan atau beri solusi, untuk penjual memori yang amanah, jadi bingung soalya",Diberi rating 1 bintang dari 5 bintang
sofyan hadinoto,30-Sep-23,"Tidak akan lagi saya belanja di Shopee.. Saya yang merasa diRugikan barang yang saya beli gk lengkap, saat saya melakukan Pengembalian Barang/dana. Dana yang mau di cairkan gk sesuai yang saya beli. Ditambah lagi, saya cuma dijanjikan doang(Tertulis estimasi pengembalian dana 2-5hari kerja) Tapi SAMPAI SAAT ini, uang gk masuk juga. Pokoknya para pengguna shopee berhati-hati lah. Kalau mau belanja di Shopee mending cara COD. Jadi kalau barang kalian datang gk sesuai, mending gk usah dibayar.",Diberi rating 1 bintang dari 5 bintang
Hazim izra,26 Oktober 2023,"Kukira semenjak tiktok shop di hapus Shopee bisa lebih baik dari tiktok rupanya gk. Pelit voucher, barang gk semurah tiktok, pengiriman nya lama banget sering tunda² pengiriman. Tiktok aja gk ngotak kasih vouchernya",Diberi rating 1 bintang dari 5 bintang
M. Shalahudin Rahman Syah,18-Sep-23,"Kirim 2 paket ke 1 alamat pake shopee express. Barang tidak sampai di alamat yg tertera dan bukti pengiriman 2 foto rumah yg berbeda. Aneh banget, padahal udah ada no hp penerima nya.",Diberi rating 1 bintang dari 5 bintang
Daily VR,21 Oktober 2023,"Mw kasi bintang 1 aja krna belnja suka tercancel otomasis alasan tidak dpt kirim barang sesuai waktu yg tepat,,,males enak di tiktok blnja barang ttp di kirim meski jngka nya lama mereka kasi ulasan mohon bersabar barang ttp akn di kirim,jdi enak nunggu nya lah ini udah nunggu nya lama tapi malah tercancel sedangkan barang sangat di butuhkan ,semoga tiktok bisa kembali",Diberi rating 1 bintang dari 5 bintang
Muhammad Arif,15-Sep-23,"makin lama makin jelek ni aplikasi pengiriman lama banget parah bisa sampe semingguan kacau, saran buat yang laen jangan di pake lagi ni aplikasi cacat mending pake aplikasi sebelah.",Diberi rating 1 bintang dari 5 bintang
Aji Pamungkas,2 Oktober 2023,"Refund saldo aja lama banget, hampir seminggu ga ada hasil. Custumer service juga buruk banget pelayanannya. Saya sebagai custumer platinum shopee sangat kecewa dengan pelayanan shopee untuk masalah refund dana. Saldo 2juta 700ribu ga bisa buat apa-apa, cuma nyantol aja di shopee berhari-hari ga ada hasil. Custumer cuma bilang dibantu follow up tapi ga ada hasil.",Diberi rating 1 bintang dari 5 bintang
